id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,month,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
519833,SUD-2024-1-17497-51,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,5,"""Darfur 24,2024-04-14,67 killed and wounded in renewed battles in El Fasher"";""Agence France Presse,2024-04-15,At least six dead in Sudan's once refuge El-Fasher"";""Reuters News,2024-04-15,UPDATE 5-Donors raise more than 2 bln euros for Sudan aid a year into war"";""Radio Dabanga,2024-04-17,Air and artillery strikes strafe Darfur, Kordofan"";""Sudan War Monitor,2024-04-14,Dozens of civilians injured and killed due to clashes in El Fasher this eveningعشرات الجرحي والقتلى من المدنيين بسبب الإشتباكات في الفاشر مساء اليوم""",Darfur 24;Agence France Presse;Reuters News;Radio Dabanga;Sudan War Monitor,2024-04-14;2024-04-15;2024-04-15;2024-04-17;2024-04-14,"67 killed and wounded in renewed battles in El Fasher;At least six dead in Sudan's once refuge El-Fasher;UPDATE 5-Donors raise more than 2 bln euros for Sudan aid a year into war;Air and artillery strikes strafe Darfur, Kordofan;Dozens of civilians injured and killed due to clashes in El Fasher this eveningعشرات الجرحي والقتلى من المدنيين بسبب الإشتباكات في الفاشر مساء اليوم",Sudan Doctors Syndicate,1,Al Fashir town,"city of El Fasher,",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,4,14/04/2024,14/04/2024,0,0,0,9,9,9,9,625,
521650,SUD-2024-1-17497-62,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,4,"""Agence France Presse,2024-04-26,UN says 'gravely concerned' by fresh fighting in Sudan's Darfur"";""OHCHR,2024-04-26,Sudan: Türk expresses grave concern at escalating violence in El-Fasher"";""Human Rights Watch,2024-04-18,Civilians at Risk as Large-Scale Fighting Looms in Darfur"";""AllAfrica,2024-04-27,Civilians Trapped in El Fasher, As UN Warns of Imminent Attack
CR 	UN News Service""",Agence France Presse;OHCHR;Human Rights Watch;AllAfrica,2024-04-26;2024-04-26;2024-04-18;2024-04-27,"UN says 'gravely concerned' by fresh fighting in Sudan's Darfur;Sudan: Türk expresses grave concern at escalating violence in El-Fasher;Civilians at Risk as Large-Scale Fighting Looms in Darfur;Civilians Trapped in El Fasher, As UN Warns of Imminent Attack
CR 	UN News Service",UN,2,Al Fashir town,El Fasher area,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,2,4,4,14/04/2024,26/04/2024,0,0,0,16,16,16,16,625,
530914,SUD-2024-1-17497-160,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-15,Five citizens killed, others injured in renewed fighting in El Obeidمقتل خمسة مواطنين وإصابة آخرين في تجدد القتال بالأبيض""",Sudan War Monitor,15/04/2024 00:00,"Five citizens killed, others injured in renewed fighting in El Obeidمقتل خمسة مواطنين وإصابة آخرين في تجدد القتال بالأبيض",Sudan War Monitor,1,El Obeid town,"city of El Obeid,",North Kordofan state,Shiekan district,13.18421,30.21669,POINT (30.21669 13.18421),148741,Sudan,625,Africa,1,1,4,14/04/2024,14/04/2024,0,0,5,0,5,5,5,625,
530938,SUD-2024-1-17497-161,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-19,Defeat of the joint forces in Mellitهزيمة القوات المشتركة في مليط""",Sudan War Monitor,19/04/2024 00:00,Defeat of the joint forces in Mellitهزيمة القوات المشتركة في مليط,A video by a Telegram source,1,Mellit town,College of Arts and Sciences in the city of Mellit,North Darfur state,Mellit district,14.13333,25.55,POINT (25.55 14.13333),150172,Sudan,625,Africa,1,1,4,14/04/2024,14/04/2024,0,0,0,1,1,1,1,625,
519836,SUD-2024-1-17497-53,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Darfur 24,2024-04-16,The Sudanese army launches new air strikes on North Darfur"";""BBC Monitoring Africa,2024-04-17,BBCM Africa Watchlist 17 Apr 24""",Darfur 24;BBC Monitoring Africa,2024-04-16;2024-04-17,The Sudanese army launches new air strikes on North Darfur;BBCM Africa Watchlist 17 Apr 24,One of the eyewitnesses in the city of Kutum,1,Kutum town,city of Kutum,North Darfur state,Kutum district,14.203053,24.663841,POINT (24.663841 14.203053),150170,Sudan,625,Africa,1,2,4,15/04/2024,16/04/2024,0,0,13,0,13,13,13,625,
521601,SUD-2024-1-17497-57,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Agence France Presse,2024-04-16,Two dozen killed in Darfur town as war spreads: monitor, eyewitnesses"";""Reuters News,2024-04-23,Truce crumbles in Sudanese army's last Darfur holdout""",Agence France Presse;Reuters News,2024-04-16;2024-04-23,"Two dozen killed in Darfur town as war spreads: monitor, eyewitnesses;Truce crumbles in Sudanese army's last Darfur holdout",a pro-democracy lawyers committee; residents,1,Al Fashir town,El-Fasher town,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,2,1,4,16/04/2024,16/04/2024,0,0,0,18,18,18,18,625,
521605,SUD-2024-1-17497-58,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""AllAfrica,2024-04-19,Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga"";""Sudan War Monitor,2024-04-19,The effects of the bombing and the suffering of civilians in the Al-Dabbagha neighborhood in Wad Madaniآثار القصف ومعاناة المدنيين في حي الدباغة بودمدني""",AllAfrica;Sudan War Monitor,2024-04-19;2024-04-19,"Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga;The effects of the bombing and the suffering of civilians in the Al-Dabbagha neighborhood in Wad Madaniآثار القصف ومعاناة المدنيين في حي الدباغة بودمدني",Radio Dabanga,1,Wad Madani town,Wad Madani,Gezira state,Wad Medani district,14.40118,33.51989,POINT (33.51989 14.40118),150188,Sudan,625,Africa,1,1,4,17/04/2024,17/04/2024,0,0,2,0,2,2,2,625,
521623,SUD-2024-1-17497-167,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""AllAfrica,2024-04-19,Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga"";""Sudan War Monitor,2024-05-03,The war between the army and the Rapid Support Forces led to the flight of 600,000 Sudanese to Chad, and the Rapid Support Forces kidnapped 160 women and girls.الحرب بين الجيش والدعم السريع أدت إلى فرار 600 ألف سوداني إلى تشاد وقوات الدعم السريع تختطف 160 امرأة وفتاة""",AllAfrica;Sudan War Monitor,2024-04-19;2024-05-03,"Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga;The war between the army and the Rapid Support Forces led to the flight of 600,000 Sudanese to Chad, and the Rapid Support Forces kidnapped 160 women and girls.الحرب بين الجيش والدعم السريع أدت إلى فرار 600 ألف سوداني إلى تشاد وقوات الدعم السريع تختطف 160 امرأة وفتاة",The Emergency Lawyers group; The Madani Resistance Committees,2,Meheiriba town,"Shakira El Wadi village

Shakira, Al-Muhairiba countryside",Gezira state,El Hasahisa district,14.8385,33.0233,POINT (33.0233 14.8385),150907,Sudan,625,Africa,1,1,4,17/04/2024,17/04/2024,0,0,0,5,5,5,5,625,
521743,SUD-2024-1-17497-65,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Human Rights Watch,2024-05-04,Sudan: Explosive Weapons Harming Civilians""",Human Rights Watch,04/05/2024 00:00,Sudan: Explosive Weapons Harming Civilians,a witness (HRW),1,Khartoum city,Khartoum’s Burri neighborhood,Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,4,17/04/2024,17/04/2024,0,0,1,0,1,1,1,625,
521624,SUD-2024-1-17497-59,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""AllAfrica,2024-04-19,Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga""",AllAfrica,19/04/2024 00:00,"Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga",Radio Dabanga,1,El Obeid town,"El Salam neighbourhood in El Obeid,",North Kordofan state,Shiekan district,13.18421,30.21669,POINT (30.21669 13.18421),148741,Sudan,625,Africa,1,1,4,18/04/2024,18/04/2024,0,0,0,1,1,1,1,625,
521625,SUD-2024-1-17497-60,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""AllAfrica,2024-04-19,Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga""",AllAfrica,19/04/2024 00:00,"Battles Between the Army and the RSF Continue Unabated in Sudan
CR 	Dabanga",a witness,2,Sidrah village,Sirda base,North Kordofan state,Um Rawaba district,12.462661,30.743891,POINT (30.743891 12.462661),147302,Sudan,625,Africa,1,1,4,18/04/2024,18/04/2024,2,0,0,0,2,3,2,625,
530939,SUD-2024-1-17497-162,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-20,At least four children killed, two others injured in Nyala explosionمقتل اربعة اطفال على الاقل واصابة اثنين آخرين اثر انفجار جسم صلب بمدينة نيالا""",Sudan War Monitor,20/04/2024 00:00,"At least four children killed, two others injured in Nyala explosionمقتل اربعة اطفال على الاقل واصابة اثنين آخرين اثر انفجار جسم صلب بمدينة نيالا",Eyewitnesses from the victims' families,1,Nyala town,"Al-Sareif neighborhood, Nyala",South Darfur state,Nyala district,12.05,24.883333,POINT (24.883333 12.05),147290,Sudan,625,Africa,1,1,4,19/04/2024,19/04/2024,0,0,4,0,4,4,4,625,
530940,SUD-2024-1-17497-163,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-04-22,Cautious calm returns to Sudanese city of El Obeidعودة الهدوء المشوب بالحذر إلى مدينة الأبيض السودانية""",Sudan War Monitor,22/04/2024 00:00,Cautious calm returns to Sudanese city of El Obeidعودة الهدوء المشوب بالحذر إلى مدينة الأبيض السودانية,Sudan War Monitor,1,El Obeid town,"neighborhoods of Al-Radeef Central, Al-Radeef East, Al-Sahwa, Al-Wahda, Sheikan and Al-Salam, 

city of El Obeid",North Kordofan state,Shiekan district,13.18421,30.21669,POINT (30.21669 13.18421),148741,Sudan,625,Africa,2,2,4,20/04/2024,21/04/2024,0,0,3,0,3,3,3,625,
521628,SUD-2024-1-17497-61,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Sudan Tribune,2024-04-22,Sudanese army repulses RSF attack in North Kordofan State"";""Sudan War Monitor,2024-04-21,Clashes in El Obeid and civilian casualtiesاشتباكات في الأبيض وضحايا مدنيين"";""Sudan War Monitor,2024-04-22,Cautious calm returns to Sudanese city of El Obeidعودة الهدوء المشوب بالحذر إلى مدينة الأبيض السودانية""",Sudan Tribune;Sudan War Monitor;Sudan War Monitor,2024-04-22;2024-04-21;2024-04-22,Sudanese army repulses RSF attack in North Kordofan State;Clashes in El Obeid and civilian casualtiesاشتباكات في الأبيض وضحايا مدنيين;Cautious calm returns to Sudanese city of El Obeidعودة الهدوء المشوب بالحذر إلى مدينة الأبيض السودانية,medical sources; a video obtained by Sudan War Monitor,1,El Obeid town,El Obeid,North Kordofan state,Shiekan district,13.18421,30.21669,POINT (30.21669 13.18421),148741,Sudan,625,Africa,1,1,4,21/04/2024,21/04/2024,0,0,4,0,4,4,4,625,
530946,SUD-2024-1-17497-165,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-05-03,The war between the army and the Rapid Support Forces led to the flight of 600,000 Sudanese to Chad, and the Rapid Support Forces kidnapped 160 women and girls.الحرب بين الجيش والدعم السريع أدت إلى فرار 600 ألف سوداني إلى تشاد وقوات الدعم السريع تختطف 160 امرأة وفتاة""",Sudan War Monitor,03/05/2024 00:00,"The war between the army and the Rapid Support Forces led to the flight of 600,000 Sudanese to Chad, and the Rapid Support Forces kidnapped 160 women and girls.الحرب بين الجيش والدعم السريع أدت إلى فرار 600 ألف سوداني إلى تشاد وقوات الدعم السريع تختطف 160 امرأة وفتاة",a source from the area,1,Mellit town,"on the city of Mellit,",North Darfur state,Mellit district,14.13333,25.55,POINT (25.55 14.13333),150172,Sudan,625,Africa,1,1,4,25/04/2024,25/04/2024,0,0,7,0,7,7,7,625,
531377,SUD-2024-1-17497-179,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Sudan War Monitor,2024-05-06,Continued exchange of artillery shelling between the army and the Rapid Support Forces in the 22nd Infantry Divisionاستمرار تبادل القصف المدفعي بين الجيش والدعم السريع بالفرقة 22 مشاة‎"";""Sudan War Monitor,2024-05-06,Artillery battle in Babanusa as RSF threaten Fula"";""Sudan War Monitor,2024-05-06,Artillery battle in Babanusa as RSF threaten Fula""",Sudan War Monitor;Sudan War Monitor;Sudan War Monitor,2024-05-06;2024-05-06;2024-05-06,Continued exchange of artillery shelling between the army and the Rapid Support Forces in the 22nd Infantry Divisionاستمرار تبادل القصف المدفعي بين الجيش والدعم السريع بالفرقة 22 مشاة‎;Artillery battle in Babanusa as RSF threaten Fula;Artillery battle in Babanusa as RSF threaten Fula,A military source affiliated with the RSF and a military source from within the SAF,1,Babanusa town,Babanusa,West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,2,4,4,27/04/2024,05/05/2024,2,3,0,0,5,5,5,625,
530947,SUD-2024-1-17497-166,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-05-03,The war between the army and the Rapid Support Forces led to the flight of 600,000 Sudanese to Chad, and the Rapid Support Forces kidnapped 160 women and girls.الحرب بين الجيش والدعم السريع أدت إلى فرار 600 ألف سوداني إلى تشاد وقوات الدعم السريع تختطف 160 امرأة وفتاة""",Sudan War Monitor,03/05/2024 00:00,"The war between the army and the Rapid Support Forces led to the flight of 600,000 Sudanese to Chad, and the Rapid Support Forces kidnapped 160 women and girls.الحرب بين الجيش والدعم السريع أدت إلى فرار 600 ألف سوداني إلى تشاد وقوات الدعم السريع تختطف 160 امرأة وفتاة",Sudan War Monitor,1,Al Fashir town,Tijaniya neighborhood and Abu Shouk camp,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,4,30/04/2024,30/04/2024,0,0,3,0,3,3,3,625,
521738,SUD-2024-1-17497-64,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""BBC Monitoring Africa,2024-05-02,BBCM Africa Watchlist2May 24""",BBC Monitoring Africa,02/05/2024 00:00,BBCM Africa Watchlist2May 24,local residents,2,El Obeid town,"village of Fori, in rural area of El-Obeid",North Kordofan state,Shiekan district,13.18421,30.21669,POINT (30.21669 13.18421),148741,Sudan,625,Africa,1,1,4,30/04/2024,30/04/2024,0,7,0,0,7,7,7,625,
531382,SUD-2024-1-17497-180,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Sudan War Monitor,2024-05-06,Continued exchange of artillery shelling between the army and the Rapid Support Forces in the 22nd Infantry Divisionاستمرار تبادل القصف المدفعي بين الجيش والدعم السريع بالفرقة 22 مشاة‎"";""Sudan War Monitor,2024-05-06,Artillery battle in Babanusa as RSF threaten Fula""",Sudan War Monitor;Sudan War Monitor,2024-05-06;2024-05-06,Continued exchange of artillery shelling between the army and the Rapid Support Forces in the 22nd Infantry Divisionاستمرار تبادل القصف المدفعي بين الجيش والدعم السريع بالفرقة 22 مشاة‎;Artillery battle in Babanusa as RSF threaten Fula,Babanusa Emergency Room,1,Babanusa town,Babanusa,West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,1,1,5,03/05/2024,03/05/2024,0,0,4,0,4,4,4,625,
526153,SUD-2024-1-17497-93,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Sudan War Monitor,2024-05-07,At least 12 people killed in airstrikes in North Darfurمقتل ١٢ شخص على الأقل جراء قصف الطيران الحربي بشمال دارفور"";""Darfur 24,2024-05-08,10 civilians, including 5 from one family, were killed by army aircraft in El Fasher""",Sudan War Monitor;Darfur 24,2024-05-07;2024-05-08,"At least 12 people killed in airstrikes in North Darfurمقتل ١٢ شخص على الأقل جراء قصف الطيران الحربي بشمال دارفور;10 civilians, including 5 from one family, were killed by army aircraft in El Fasher",a local,1,Al Fashir town,"Al-Wefaq neighborhood, east of El Fasher city",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,5,06/05/2024,06/05/2024,0,0,12,0,12,12,12,625,
